CL,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,T3_RCOO-,T4_RCOO-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R3+R4),PA(R3+R4)-NL_T3RCOOH,PA(R3+R4)-NL_T4RCOOH,PA(R3+R4)-NL_T3Ketene,PA(R3+R4)-NL_T4Ketene,PA(R3+R4)+56,PA(R3+R4)+136
CL(14:0_18:0_18:0_20:4)-H,1427.996249,152.995833,171.006398,227.201654,283.264254,283.264254,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,723.497029,439.225499,419.256799,457.236064,437.267364,779.523243,859.489574
CL(14:0_18:0_18:0_22:0)-H,1464.090149,152.995833,171.006398,227.201654,283.264254,283.264254,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,759.590929,475.319399,419.256799,493.329964,437.267364,815.617143,895.583474
CL(14:0_18:0_18:0_22:5)-H,1454.011899,152.995833,171.006398,227.201654,283.264254,283.264254,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,749.512679,465.241149,419.256799,483.251714,437.267364,805.538893,885.505224
CL(14:0_18:0_18:0_22:6)-H,1451.996249,152.995833,171.006398,227.201654,283.264254,283.264254,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,747.497029,463.225499,419.256799,481.236064,437.267364,803.523243,883.489574
CL(14:0_18:0_18:1_18:1)-H,1403.996249,152.995833,171.006398,227.201654,283.264254,281.248604,281.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,699.497029,417.241149,417.241149,435.251714,435.251714,755.523243,835.489574
CL(14:0_18:0_18:1_18:2)-H,1401.980599,152.995833,171.006398,227.201654,283.264254,281.248604,279.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,697.481379,415.225499,417.241149,433.236064,435.251714,753.507593,833.473924
CL(14:0_18:0_18:1_18:3)-H,1399.964949,152.995833,171.006398,227.201654,283.264254,281.248604,277.217304,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,695.465729,413.209849,417.241149,431.220414,435.251714,751.491943,831.458274
CL(14:0_18:0_18:1_20:0)-H,1434.043199,152.995833,171.006398,227.201654,283.264254,281.248604,311.295554,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,729.543979,447.288099,417.241149,465.298664,435.251714,785.570193,865.536524
CL(14:0_18:0_18:1_20:1)-H,1432.027549,152.995833,171.006398,227.201654,283.264254,281.248604,309.279904,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,727.528329,445.272449,417.241149,463.283014,435.251714,783.554543,863.520874
CL(14:0_18:0_18:1_20:2)-H,1430.011899,152.995833,171.006398,227.201654,283.264254,281.248604,307.264254,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,725.512679,443.256799,417.241149,461.267364,435.251714,781.538893,861.505224
CL(14:0_18:0_18:1_20:3)-H,1427.996249,152.995833,171.006398,227.201654,283.264254,281.248604,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,723.497029,441.241149,417.241149,459.251714,435.251714,779.523243,859.489574
CL(14:0_18:0_18:1_20:4)-H,1425.980599,152.995833,171.006398,227.201654,283.264254,281.248604,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,721.481379,439.225499,417.241149,457.236064,435.251714,777.507593,857.473924
CL(14:0_18:0_18:1_22:0)-H,1462.074499,152.995833,171.006398,227.201654,283.264254,281.248604,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,757.575279,475.319399,417.241149,493.329964,435.251714,813.601493,893.567824
CL(14:0_18:0_18:1_22:5)-H,1451.996249,152.995833,171.006398,227.201654,283.264254,281.248604,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,747.497029,465.241149,417.241149,483.251714,435.251714,803.523243,883.489574
CL(14:0_18:0_18:1_22:6)-H,1449.980599,152.995833,171.006398,227.201654,283.264254,281.248604,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,745.481379,463.225499,417.241149,481.236064,435.251714,801.507593,881.473924
CL(14:0_18:0_18:2_18:2)-H,1399.964949,152.995833,171.006398,227.201654,283.264254,279.232954,279.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,695.465729,415.225499,415.225499,433.236064,433.236064,751.491943,831.458274
CL(14:0_18:0_18:2_18:3)-H,1397.949299,152.995833,171.006398,227.201654,283.264254,279.232954,277.217304,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,693.450079,413.209849,415.225499,431.220414,433.236064,749.476293,829.442624
CL(14:0_18:0_18:2_20:0)-H,1432.027549,152.995833,171.006398,227.201654,283.264254,279.232954,311.295554,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,727.528329,447.288099,415.225499,465.298664,433.236064,783.554543,863.520874
CL(14:0_18:0_18:2_20:1)-H,1430.011899,152.995833,171.006398,227.201654,283.264254,279.232954,309.279904,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,725.512679,445.272449,415.225499,463.283014,433.236064,781.538893,861.505224
CL(14:0_18:0_18:2_20:2)-H,1427.996249,152.995833,171.006398,227.201654,283.264254,279.232954,307.264254,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,723.497029,443.256799,415.225499,461.267364,433.236064,779.523243,859.489574
CL(14:0_18:0_18:2_20:3)-H,1425.980599,152.995833,171.006398,227.201654,283.264254,279.232954,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,721.481379,441.241149,415.225499,459.251714,433.236064,777.507593,857.473924
CL(14:0_18:0_18:2_20:4)-H,1423.964949,152.995833,171.006398,227.201654,283.264254,279.232954,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,719.465729,439.225499,415.225499,457.236064,433.236064,775.491943,855.458274
CL(14:0_18:0_18:2_22:0)-H,1460.058849,152.995833,171.006398,227.201654,283.264254,279.232954,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,755.559629,475.319399,415.225499,493.329964,433.236064,811.585843,891.552174
CL(14:0_18:0_18:2_22:5)-H,1449.980599,152.995833,171.006398,227.201654,283.264254,279.232954,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,745.481379,465.241149,415.225499,483.251714,433.236064,801.507593,881.473924
CL(14:0_18:0_18:2_22:6)-H,1447.964949,152.995833,171.006398,227.201654,283.264254,279.232954,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,743.465729,463.225499,415.225499,481.236064,433.236064,799.491943,879.458274
CL(14:0_18:0_18:3_18:3)-H,1395.933649,152.995833,171.006398,227.201654,283.264254,277.217304,277.217304,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,691.434429,413.209849,413.209849,431.220414,431.220414,747.460643,827.426974
CL(14:0_18:0_18:3_20:0)-H,1430.011899,152.995833,171.006398,227.201654,283.264254,277.217304,311.295554,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224
CL(14:0_18:0_18:3_20:1)-H,1427.996249,152.995833,171.006398,227.201654,283.264254,277.217304,309.279904,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574
CL(14:0_18:0_18:3_20:2)-H,1425.980599,152.995833,171.006398,227.201654,283.264254,277.217304,307.264254,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924
CL(14:0_18:0_18:3_20:3)-H,1423.964949,152.995833,171.006398,227.201654,283.264254,277.217304,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274
CL(14:0_18:0_18:3_20:4)-H,1421.949299,152.995833,171.006398,227.201654,283.264254,277.217304,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624
CL(14:0_18:0_18:3_22:0)-H,1458.043199,152.995833,171.006398,227.201654,283.264254,277.217304,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,753.543979,475.319399,413.209849,493.329964,431.220414,809.570193,889.536524
CL(14:0_18:0_18:3_22:5)-H,1447.964949,152.995833,171.006398,227.201654,283.264254,277.217304,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,743.465729,465.241149,413.209849,483.251714,431.220414,799.491943,879.458274
CL(14:0_18:0_18:3_22:6)-H,1445.949299,152.995833,171.006398,227.201654,283.264254,277.217304,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,741.450079,463.225499,413.209849,481.236064,431.220414,797.476293,877.442624
CL(14:0_18:0_20:0_20:0)-H,1464.090149,152.995833,171.006398,227.201654,283.264254,311.295554,311.295554,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,759.590929,447.288099,447.288099,465.298664,465.298664,815.617143,895.583474
CL(14:0_18:0_20:0_20:1)-H,1462.074499,152.995833,171.006398,227.201654,283.264254,311.295554,309.279904,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824
CL(14:0_18:0_20:0_20:2)-H,1460.058849,152.995833,171.006398,227.201654,283.264254,311.295554,307.264254,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174
CL(14:0_18:0_20:0_20:3)-H,1458.043199,152.995833,171.006398,227.201654,283.264254,311.295554,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524
CL(14:0_18:0_20:0_20:4)-H,1456.027549,152.995833,171.006398,227.201654,283.264254,311.295554,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874
CL(14:0_18:0_20:0_22:0)-H,1492.121449,152.995833,171.006398,227.201654,283.264254,311.295554,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,787.622229,475.319399,447.288099,493.329964,465.298664,843.648443,923.614774
CL(14:0_18:0_20:0_22:5)-H,1482.043199,152.995833,171.006398,227.201654,283.264254,311.295554,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,777.543979,465.241149,447.288099,483.251714,465.298664,833.570193,913.536524
CL(14:0_18:0_20:0_22:6)-H,1480.027549,152.995833,171.006398,227.201654,283.264254,311.295554,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,775.528329,463.225499,447.288099,481.236064,465.298664,831.554543,911.520874
CL(14:0_18:0_20:1_20:1)-H,1460.058849,152.995833,171.006398,227.201654,283.264254,309.279904,309.279904,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,755.559629,445.272449,445.272449,463.283014,463.283014,811.585843,891.552174
CL(14:0_18:0_20:1_20:2)-H,1458.043199,152.995833,171.006398,227.201654,283.264254,309.279904,307.264254,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524
CL(14:0_18:0_20:1_20:3)-H,1456.027549,152.995833,171.006398,227.201654,283.264254,309.279904,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874
CL(14:0_18:0_20:1_20:4)-H,1454.011899,152.995833,171.006398,227.201654,283.264254,309.279904,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224
CL(14:0_18:0_20:1_22:0)-H,1490.105799,152.995833,171.006398,227.201654,283.264254,309.279904,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124
CL(14:0_18:0_20:1_22:5)-H,1480.027549,152.995833,171.006398,227.201654,283.264254,309.279904,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,775.528329,465.241149,445.272449,483.251714,463.283014,831.554543,911.520874
CL(14:0_18:0_20:1_22:6)-H,1478.011899,152.995833,171.006398,227.201654,283.264254,309.279904,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,773.512679,463.225499,445.272449,481.236064,463.283014,829.538893,909.505224
CL(14:0_18:0_20:2_20:2)-H,1456.027549,152.995833,171.006398,227.201654,283.264254,307.264254,307.264254,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874
CL(14:0_18:0_20:2_20:3)-H,1454.011899,152.995833,171.006398,227.201654,283.264254,307.264254,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224
CL(14:0_18:0_20:2_20:4)-H,1451.996249,152.995833,171.006398,227.201654,283.264254,307.264254,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574
CL(14:0_18:0_20:2_22:0)-H,1488.090149,152.995833,171.006398,227.201654,283.264254,307.264254,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474
CL(14:0_18:0_20:2_22:5)-H,1478.011899,152.995833,171.006398,227.201654,283.264254,307.264254,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,773.512679,465.241149,443.256799,483.251714,461.267364,829.538893,909.505224
CL(14:0_18:0_20:2_22:6)-H,1475.996249,152.995833,171.006398,227.201654,283.264254,307.264254,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,771.497029,463.225499,443.256799,481.236064,461.267364,827.523243,907.489574
CL(14:0_18:0_20:3_20:3)-H,1451.996249,152.995833,171.006398,227.201654,283.264254,305.248604,305.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574
CL(14:0_18:0_20:3_20:4)-H,1449.980599,152.995833,171.006398,227.201654,283.264254,305.248604,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,745.481379,439.225499,441.241149,457.236064,459.251714,801.507593,881.473924
CL(14:0_18:0_20:3_22:0)-H,1486.074499,152.995833,171.006398,227.201654,283.264254,305.248604,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,781.575279,475.319399,441.241149,493.329964,459.251714,837.601493,917.567824
CL(14:0_18:0_20:3_22:5)-H,1475.996249,152.995833,171.006398,227.201654,283.264254,305.248604,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,771.497029,465.241149,441.241149,483.251714,459.251714,827.523243,907.489574
CL(14:0_18:0_20:3_22:6)-H,1473.980599,152.995833,171.006398,227.201654,283.264254,305.248604,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,769.481379,463.225499,441.241149,481.236064,459.251714,825.507593,905.473924
CL(14:0_18:0_20:4_20:4)-H,1447.964949,152.995833,171.006398,227.201654,283.264254,303.232954,303.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(14:0_18:0_20:4_22:0)-H,1484.058849,152.995833,171.006398,227.201654,283.264254,303.232954,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(14:0_18:0_20:4_22:5)-H,1473.980599,152.995833,171.006398,227.201654,283.264254,303.232954,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(14:0_18:0_20:4_22:6)-H,1471.964949,152.995833,171.006398,227.201654,283.264254,303.232954,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(14:0_18:0_22:0_22:0)-H,1520.152749,152.995833,171.006398,227.201654,283.264254,339.326854,339.326854,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,815.653529,475.319399,475.319399,493.329964,493.329964,871.679743,951.646074
CL(14:0_18:0_22:0_22:5)-H,1510.074499,152.995833,171.006398,227.201654,283.264254,339.326854,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,805.575279,465.241149,475.319399,483.251714,493.329964,861.601493,941.567824
CL(14:0_18:0_22:0_22:6)-H,1508.058849,152.995833,171.006398,227.201654,283.264254,339.326854,327.232954,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,803.559629,463.225499,475.319399,481.236064,493.329964,859.585843,939.552174
CL(14:0_18:0_22:5_22:5)-H,1499.996249,152.995833,171.006398,227.201654,283.264254,329.248604,329.248604,647.465729,419.256799,363.194199,437.267364,381.204764,703.491943,783.458274,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
